,text,target
1236,"Красивый бордовый цвет, хорошая форма.Даже на моих маленьких параметрах груди смотрится хорошо (79-62-92),достаточно свободна. Доставка- недели две до Мск.Очень довольна!Рекомендую.",одежда
1237,"Платок пришел с браком, доставка заняла почти месяц. Деньги вернули после того, как открыли спор.",украшения и аксессуары
1238,"Термометр для воды так и не пришел, хотя заказ сделан давно. Пришлось открыть спор и ждать ответа продавца. Деньги вернули только после долгих переписок.",товары для детей
1239,"Платье отличное!!! На рост 170 длина супер, заказала xxl на параметры 95/75/105 село супер, если параметры будут чуть больше, уже будет в обтяг. Доставка почти месяц",одежда
1240,"Заказ был отправлен двумя частями, первую часть доставили быстро, но вторую машину до сих пор не пришла. Деньги вернули, но процесс доставки был очень долгим.",бытовая техника
1241,"Все хорошо, отправили быстро. В подарок носочки ))",одежда
1242,"Это вторая, обе S, но разница видна. И пришлось взять в руки иголку, так как были косяки. Но они очень удобны и комфортные для работы.",товары для детей
1243,Изображение на футболке как клеёнка на ощупь,одежда
1244,"Заказал слипоны, но они не пришли. Деньги вернули, но процесс доставки затянулся.",обувь
1245,"хорошее качество,но на высокий рост будут брюки короткие",одежда
1246,"Посылка пришла в слегка помятом виде, но внутри были угги с небольшими дефектами ткани. Не могу сказать, что они идеальные.",обувь
1247,"доставка быстрая, в Ростов на Дону 10 дней, на рост 175, ОГ 106, ОТ 69, ОБ 110 взяла XXXL, подошло. ткань приятная, звезду сняла за то,что была дырка в правом шве, шов перестрочила сама. Продавца рекомендую.",нет товара
1248,"Заказала цепочку и очень довольна покупкой, но доставка заняла больше времени, чем ожидала. Деньги вернулись только через неделю после обращения.",украшения и аксессуары
1249,"Бокал просто идеальный! Хорошего качества стекло, удобно держится в руке и не скользит. Очень довольна покупкой!",посуда
1250,"Ремень очень дешевый и некачественный. Нитки торчат, а на картинке такой красивый был.",украшения и аксессуары
1251,Ткань радионяни рваная и в некоторых местах выглядывает проводка. Пришлось вернуть товар.,товары для детей
1252,"Ботильоны пришли в отличном состоянии, но качество их оставляет желать лучшего. Нога начинает болеть после длительной ходьбы, хотя обещали комфорт.",обувь
1253,"В целом, конечно, неплохой халат. Да за такие деньги чуда и не ожидалось. Но хотелось бы, чтобы он не приходил хотя бы рваным.",одежда
1254,"Роутер работает замечательно, сигнал стабильный и скорость отличная. Очень доволен покупкой!",электроника
1255,отличная юбка,одежда
1256,все супер! доставка месяц) спасибо продавцу)),нет товара
1257,Пришла примерно за неделю. Ткань тоньше чем ожидалось примерно как обычная кофта. Материал не совсем хлопковый и при соприкосновении с кожей колется.,текстиль
1258,"Полотенца пришли в хорошем состоянии, но по краю торчат нитки. Надеюсь, это исправят.",текстиль
1259,Постельное белье пришло только через неделю после заказа. Курьер не мог найти ячейку для посылки и оставил ее в коридоре. Пришлось самому забирать. Очень неудобно.,текстиль
1260,"Микрофон постоянно гудит и посылает шумы. Качество звука просто ужасное, хотя техническая спецификация обещала стабильность.",электроника
1261,"жилетка пришла короткая и широкая, бесформенная, совсем не как на фото",одежда
1262,"Кроватка оставила желать лучшего. Ткань начала линять уже через неделю использования, а внутренние части стали вонять. Я очень расстроена этим приобретением.",товары для детей
1263,"Графин не прибыл по адресу, хотя заказ был оформлен. Доставка провалилась.",посуда
1264,Увлажнитель воздуха не пришел вовремя. Деньги вернули только через неделю после подачи претензии.,бытовая техника
1265,"На комбинезоне видны неровные швы и даже где-то видна внутренняя сторона ткани. Очень сильно отличается от того, что было на фотографии. Очень разочарована.",товары для детей
1266,"Товар не пришёл . Деньги не вернули ещё , продавец не ответил на спор ",нет товара
1267,"Прекрасный костюм.Мягкий,уютный и очень тёплый!!на 88-67-90 и рост 170 подошёл прекрасно.стоит своих денег.рекомендую.спасибо продавцу за качественный товар и быструю доставку!!",одежда
1268,Сборки в коленках. Не обтягивают ,товары для детей
1269,"неприятный запах, после стирки не ушел, кнопка очень тугая, сразу отодралась, приклеена была на клей, нитки торчали везде, открыла спор, вернули 200 рублей",нет товара
1270,"На терке видны сколы и трещины, которые не заметили при покупке. Продавец не ответил на мои вопросы и не предоставил компенсацию.",посуда
1271,"Балетки оказались очень некачественными. Подошва начала отклеиваться уже через неделю после покупки, а ткань сильно колется.",обувь
1272,"у очков в белой оправе было деформировано стекло, все как будто ""плывет """,товары для детей
1273,"Рубашка супер,качество отличное! Продавец очень хороший быстро отправил заказ !На мои параметры ОГ 95,ОТ 84,ОБ 100 размер XL подошёл очень очень хорошо.Спасибо Вам большое.",одежда
1274,качество неочень нитки везде торчат заказали 2 шт разные xl одна пришла по размеру а эта xl намного больше,одежда
1275,"На графине видны следы старения, покрытие облазит. Купила его на замену старому, но он хуже.",посуда
1276,"Розетка постоянно выдает ошибку 'device not found'. Проверял все разъемы, но ничего не помогает. Никто из консультантов не может помочь.",электроника
1277,"Духовка просто ужасная! После использования остался странный запах пластмассы, а еще она постоянно шумит и греется даже когда выключена.",бытовая техника
1278,"Манеж просто отличный! Мой ребенок с удовольствием играет там, и у него хватает места для всех игрушек. Очень рада покупкой.",товары для детей
1279,Ткань клавиатуры рвется при нажатии. Не могу использовать её нормально.,электроника
1280,"Плотный хлопок, стрейч, в мелкий рубчик. По размеру. Но салфетки тканевые сильно электризуются и прилипают к телу. Это очень неудобно.",текстиль
1281,"Чешки не пришли по указанному адресу. Долго тянули с возвратом денег, хотя обещали вернуть их в течение трех дней.",обувь
1282,"футболка хорошего качества,но футболка не как для девушек и женщин,а как на мужчину. она очень свободная. на свой М, заказала Л. теперь не знаю что делать,ибо она мне велика, даже моему папе она полезет.",одежда
1283,Пластик на зажиме для галстука начал растрескиваться уже через неделю использования. Пришлось купить новый.,украшения и аксессуары
1284,"Микроволновка постоянно выключается после нескольких минут работы. Приобрела модель с надежным брендом, но она не соответствует ожиданиям. Очень разочаровалась!",бытовая техника
1285,на фото ткань как шелк..на деле не то..ночнушка,одежда
1286,"Конструктор очень плохого качества, детали постоянно ломаются и теряются. Дочке очень обидно, ей не нравится игрушечный магазин после этого.",товары для детей
1287,"Приобрела эту миску, но качество оставляет желать лучшего. Сколов на поверхности уже после нескольких использований и ржавчина на дне. Очень разочарована!",посуда
1288,"Отличаются  от такой же модели синего цвета, при том, что заказывала одновременно. Все липнет, на ощупь как бумажные какие-то, тянутся сложнее.",текстиль
1289,Эта шапка соответсвует заказанной ,нет товара
1290,"После стирки полотенце для ног сильно сжалось и теперь оно совсем не подходит по размеру. Качество ткани оставляет желать лучшего, оно совсем не впитывает воду.",текстиль
1291,"Манеж не дошел до меня по адресу. Деньги вернули быстро, но это было уже после того, как я открыла спор.",товары для детей
1292,"Ванночка для купания так и не пришла, хотя я ждала ее уже три месяца. Деньги продавец не вернул и даже не открыл спор. Очень разочарована и не рекомендую этого продавца.",товары для детей
1293,"Платок очень некачественный. Фурнитура сразу отклеилась, а также ткань сильно электризуется.",украшения и аксессуары
1294,посылка шла месяц юбка как в описании супруге понравилось,одежда
1295,"Горловина блузки кривая,  рукав подшит криво,",одежда
1296,"размер маленький ,а так очень даже ничего",одежда
1297,Покрывало очень тонкое и быстро порвалось после первой стирки. Качество неудовлетворительное.,текстиль
1298,Люди не покупайте у этого продавца ничего он посылку мне так и не отправил а заказала я ее 3 месяца назад вот и деньги не вернул урод знайте этого продавца и ничего у него не заказывайте ,нет товара
1299,Пауэрбанк идеально подошёл к моему телефону и заряжает его очень быстро. Я очень довольна покупкой!,электроника
1300,"Этот ковш просто отличный! Качество отличное, легко мыть и не пригорает даже на самом высоком огне. Доставка пришла вовремя, все отлично!",посуда
1301,"фигня, нитки торчат, хотела носить как пояс-баска, размер оказался огромный",одежда
1302,"Пришел заказ достаточно быстро, за 19 дней.Все прошло, правда рукава коротковаты.",одежда
1303,"Подошва вьетнамок очень мягкая, но из-за того что они оказались слишком длинными, постоянно задеваю ногтем пол. Жаль.",обувь
1304,"Пришел проектор, но экран слишком темный и плохо видно изображение в темном помещении. Цвета также не соответствуют тому, что на картинке.",электроника
1305,"Товар не пришёл, продавец отметил как доставлен, спор на возврат денег был открыт 02.11.17, деньги ещё не вернули",нет товара
1306,"Стакан выглядит хорошо на фото, но на самом деле тонкий и ломается легко.",посуда
1307,"ПРОДАВЕЦ ТОВАР ОТПРАВИЛ В ДРУГОЙ ГОРОД, НА ОБРАЩЕНИЯ МОЛЧИТ, ДЕНЬГИ НЕ ВЕРНУЛ.",нет товара
1308,"Ужасно плохо пошито, все швы неровные, ткань тоже отрезана неровно, поэтому трусы все кривые",одежда
1309,"Кастрюля отличная, кипяток в ней не испаряется и не пригорает. Очень удобно готовить.",посуда
1310,После стирки пододеяльник полинял и не впитывает воду. Ткань жесткая и неудобная.,текстиль
1311,"Супер качество , трек отслеживается ! Рекомендую ",нет товара
1312,"Пылесос постоянно греется, даже после нескольких минут работы. Купила ультразвуковой пылесос и теперь не могу его использовать из-за постоянного нагревания.",бытовая техника
1313,"На ОГ 87см свободна и резинка тоже не жмет, не большая, ну не в обтяг, как и должно быть. Товар качественный, рекомендую!",одежда
1314,Машинка приехала в отличном состоянии и очень понравилась моему ребенку. Он в восторге каждый раз просит ее поиграть.,товары для детей
1315,"штаны хорошие для тех кто любит на резинке (я не люблю) беру маме. коротки для 170,норм для 165",одежда
1316,"Заказал менажницу, но она пришла только через два месяца! Доставка просто ужасная, хотя продавец отзывчивый.",посуда
1317,"На одной стороне пирамидки видны следы от синтетики. Пришлось вернуть её обратно, несмотря на то что продавец просил не делать этого.",товары для детей
1318,"Валенки просто ужасные. Качество ткани очень плохое, начинает портиться уже после первой стирки. Уверен, что через пару месяцев они будут разваливаться.",обувь
1319,Джойстик работает отлично! Откликается на все команды и удобен в руке. Мне понравилось как он выглядит и как он работает.,электроника
1320,"Пришло очень быстро.Спасибо.Запаха нет.Качество хорошее,без косточек и шикарный пуш ап.Советую,но не для большой груди.",нет товара
1321,Карта памяти оказалась очень плохого качества. После нескольких дней использования она начала выдавать ошибки и не сохраняла данные. Вернула её и открыла спор с продавцом.,электроника
1322,"Товар не пришёл. Открыл спор, деньги вернули. Прошло с момента оплаты более 2 месяцев.",нет товара
1323,"На пылесосе видны следы от трения и потертости на корпусе. Также заметно, что шумит при работе, что делает его использование неприятным.",бытовая техника
1324,Пришел коврик для ванной и оказался с небольшим пятном на одной стороне. Нет возможности вернуть или обменять.,текстиль
1325,"Обложка для паспорта очень плохого качества. Край рваный и закреплен неправильно, постоянно отклеивается.",украшения и аксессуары
1326,"Сумка была закрыта неаккуратно, видны были следы склеивания.",украшения и аксессуары
1327,"Шнур слишком короткий, не позволяет удобно пользоваться феном.",бытовая техника
1328,"Продавец прислал мне не тот цвет , вместо тёмно серого прислал светло серый !!!!",нет товара
1329,"чашечки плоские, сплющили грудь  не смотря на то что мой размер 75 с, 75D оказался мал! грудь вываливается, нагибаться тоже не удобно сразу грудь наружу!",текстиль
1330,"очень довольна товар пришёл за дней 10 , спасибо продавцу))",нет товара
1331,"Отличный геймпад для моего PlayStation! Реагирует на команды очень быстро, а громкость звука регулируется идеально. Теперь могу играть на полную мощность!",электроника
1332,"Кожа на косметичке появилась трещина, видна даже на фото. Очень жаль, что качество такое плохое.",украшения и аксессуары
1333,"Шарф не пришел уже месяц! Я написала продавцу, но ответа не получила. Деньги вернули только через два месяца после того, как я открыла спор.",украшения и аксессуары
1334,Ортопедическая подушка просто супер! Очень хорошо поддерживает голову и шейный отдел позвоночника во время сна. Ткань приятная на ощупь и не скользит.,текстиль
1335,"Геймпад пришел быстро, но процесс возврата денег затянулся на две недели. Уже второй товар из этой магазина не соответствует описанию на сайте.",электроника
1336,"УЖАСНЫЙ ПРОДАВЕЦ, КОФТА НЕ ПРИШЛА ТРЕК НЕ ОТСЛЕЖИВАЕТСЯ",нет товара
1337,"Качество материала плохое, сидит ужасно. Не советую",одежда
1338,"Приобрел ирригатор, но заметил, что он сильно шумит при работе. Ткань корпуса ирригатора постепенно стирается.",бытовая техника
1339,куртка очень тоненькая.заказывал у другого продавца была немного потолще.А так нормальная.доставка быстрая,одежда
1340,"ладно бы просто в талии большие были, с ремнем нормально, но там образуется пузырь на месте живота, не знаю,что и делать",одежда
1341,После стирки наматрасник сильно сжался и потерял форму. Очень разочарован такой покупкой.,текстиль
1342,"Заказал тарелку и получил ее вовремя, но пришлось написать заявление на возврат из-за ошибки в адресе. Деньги вернули быстро, но процесс доставки мог быть лучше.",посуда
1343,"На перечнице заметен скол и она немного треснула при транспортировке. Хорошо, что я сразу обратился в службу поддержки.",посуда
1344,заказ прислали на другой конец города. зачем продавцу адрес дается???,нет товара
1345,"Стопка тарелок пришла с дефектами – одна из них треснула сразу после открытия упаковки. Качество просто ужасное, не рекомендую покупать этот товар.",посуда
1346,"Портьеры просто великолепны! Дизайн очень красивый, ткань гладкая и приятная на ощупь. Установила их самостоятельно и не столкнулась ни с какими проблемами.",текстиль
1347,Салатник идеально подошел по размеру и форме. Очень красивый и функциональный. Спасибо продавцу!,посуда
1348,Этот конструктор просто отличный! Мой ребенок очень любит его玩偶喜欢玩耍，这个积木套装真的非常好！我的孩子非常喜欢它。,товары для детей
1349,"Получила доску разделочную через две недели после заказа. Доставка была быстрой, но сама доска не соответствует заявленному размеру.",посуда
1350,"Кроссовки не пришли в течение месяца. Открыла спор и продавец вернул деньги. Доставка была очень медленной, но хотя бы деньги вернули.",обувь
1351,"Жилет оказался большим. Да это бы не беда, но вот проймы очень сильно вырезаны, некрасиво и неудобно",одежда
1352,С размером не угадал. А так всё как на картинке. Спасибо продавцу. Рекомендую!,одежда
1353,"Заказал пароочиститель в декабре, а получил только в феврале. Доставка заняла больше месяца. Хотя сам товар вроде бы работает, но долго ждать совсем не хочется.",бытовая техника
1354,"Посылка потерялась в пути несколько дней, а упаковка была повреждена.",посуда
1355,все супер!!!!Размер подошел!Доставка очень быстрая!,нет товара
1356,качество не очень... рукав вшит не правильно.,одежда
1357,"Приставка была упакована плохо, коробка повреждена. Кнопка питания не работает, хотя на сайте указывалось обратное. Обменять не смогли из-за этого.",электроника
1358,не соответствует заявленному,нет товара
1359,Пинетки немного рваные и местами видны нитки. Качество оставляет желать лучшего.,товары для детей
1360,"Заказал аквашузы, но до сих пор не получил их. Деньги вернули, но процесс доставки затянулся на несколько недель. Продавец вообще не отвечает на вопросы.",обувь
1361,"Роутер работает отлично, сигнал стабильный и скорость интернета удовлетворительная. Доставка заняла всего 3 дня, что меня очень порадовало.",электроника
1362,"Очень классные джинсы ,  довольно плотные  и приятные к телу ,  посылка пришла менее чем за 3 недели , носить буду с удовольствием ! 
Спасибо!",одежда
1363,Огорчение долго шёл товар,нет товара
1364,"качество ткани совсем не джинсовые,наподобии джинсов,а так все по размеру, фасон понравился,ткань дурацская",одежда
1365,"Приобрела зажим для галстука, но качество оставляет желать лучшего. Металл оказался очень хрупким, буквально через неделю после покупки он сломался.",украшения и аксессуары
1366,"Ужасное качество ткани, штаны короткие , широкие внизу,  картина не соответствует  совершенно , не покупайте такой  ужас, ещё и воняет ужасно, даже дома носить не возможно, выкинула :(",одежда
1367,"Качество хорошее, свитер пушистый. Но размер не соответствует. Он как я поняла единый,т.к никаких обозначений размера нет, рукава короткие - при том что мой рост 165см. Вообще не соответствует описанию.",одежда
1368,"блузка очень понравилась.Доставка быстрая.Выглядит дорого,продавца рекомендую.",одежда
1369,"Пришла ванночка для купания в слегка полинявшем состоянии, хотя на фото выглядела идеально. Нет никакого следа нарушения упаковки, но качество оставляет желать лучшего.",товары для детей
1370,"Заказ так и не пришёл! Деньги не вернули, хотя спор выиграл. Не рекомендую этого продавца",нет товара
1371,"Сумка была повреждена при доставке. Молния сломалась, хотя сама сумка не упоминалась по имени.",украшения и аксессуары
1372,Ужасное качество. Ширпотреб. Даже не отутюжено. Носить невозможно!!!!,нет товара
1373,"Покупала аквашузы на размер больше, но они мне велики и постоянно соскальзывают. Очень разочарована их качеством.",обувь
1374,"Чайник пришел в плохом состоянии, ручка отклеилась и корпус треснул. Качество просто ужасное.",посуда
1375,"отличный свитер) быстрая доставка! на 44-46 идеально, рост 172, единственное рукава впритык",одежда
1376,"Блюдо для сервировки оказалось совсем другим от того, что я ожидала. На картинке выглядело намного лучше, а самое разочарование - оно осыпалось при первом же использовании. Очень разочарована качеством.",посуда
1377,"Присыпка оставляет много следов на одежде, а также имеет неприятный запах. Качество оставляет желать лучшего.",товары для детей
1378,"Всё очень здорово! Лёгкая, воздушная, тонкая и плотная ткань высокого качества немного просвечивается даже через подъюбник. Заказала 16.06. Привезли 30.06. Выбирала размер S. Рост 165, вес 52 кг. Закажу ещё. Спасибо.",одежда
1379,"Мягкий,тёплый. Соответствует описанию и фото. Пришёл быстро, спасибо продавцу)",текстиль
1380,"Заказал кухонную вытяжку, но она так и не пришла. Деньги вернули только после долгих переписок и споров.",бытовая техника
1381,"Кукла оказалась с браком - глаза вылезли наружу. Дочка была очень расстроена и потребовала возврат. Продавец ответил, что это не их вина и отказывается менять или возвращать деньги.",товары для детей
1382,Вафельное полотенце отличное! Очень приятное на ощупь и впитывает воду быстро. Уже заказываю еще!,текстиль
1383,"на 85 с брала xxl, мелкая чашка",обувь
1384,"Нож не пришёл до меня в течение месяца, хотя я ожидал его уже через неделю. Деньги я вернула только через две недели после того, как открыл спор.",посуда
1385,товар не пришло . деньги вернулись.,нет товара
1386,"Материал платья голимая синтетика, очень тонкое, сильно липнет к телу",одежда
1387,широкое. очень короткое. ткань так себе. но что-нибудь придумаю с ним,нет товара
1388,"Заказал полусапоги и получил их через неделю. Хорошая упаковка, но доставка заняла больше времени, чем обещали. Пришлось открыть спор.",обувь
1389,"Митенки рвались сразу после покупки. Камень на одном из них выпал, а другая оказалась слишком короткой. Пришлось обратиться в службу поддержки.",украшения и аксессуары
1390,"Доставка заняла больше времени, чем обещали. Когда я получила гриндерсы, они оказались слишком маленькими и пришлось вернуть их.",обувь
1391,"Приобрела бутсы, но качество оставляет желать лучшего. Подошва начала отрываться после нескольких игр, очень разочарована.",обувь
1392,Футболка в принципе хорошая но не по описанию как на фото Я имею в виду по цвету рукава очень длинные придётся подшивать а продавцу За подарок спасибо,одежда
1393,"Заказ не получила, но деньги вернули",нет товара
1394,Мокасины пришли в плохом состоянии – подошва начала отклеиваться уже через неделю после покупки. Качество оставляет желать лучшего.,обувь
1395,Кроссовки оказались маломерками. Ноги постоянно болят после долгих прогулок. Ткань колется и не очень качественная. Очень разочарован.,обувь
1396,Ужасная синтетика.,нет товара
1397,На ланч-боксе заметна трещина и несколько нитей торчат. Качество оставляет желать лучшего.,посуда
1398,Почти месяц не отправляли заказ. Синтетика чистая.. оч электризуется даже после антистатика. На размер 48 xl маловат((,нет товара
1399,"На противне все время пригорает, покрытие облезло и ручка греется. Обратился в службу поддержки, но ответа не получил.",посуда
1400,"Приобрела плед, но его не доставили в срок. Пришлось ждать почти месяц, хотя обещали неделю. Вернули деньги.",текстиль
1401,Фитнес-браслет постоянно выходит из строя и не отображает данные правильно. Очень разочарован этим устройством.,электроника
1402,"Френч-пресс пришел с дефектом - уплотнительная резина сломана, поэтому кофе попадает на стол. Качество очень плохое.",посуда
1403,"Платье неплохое,по размеру. Но на белой части пятна,которые ни чем не удалить.",одежда
1404,"куртка фуфло, только на помойку, открыла спор, деньги не вернули",одежда
1405,"Приобрела ионизатор, но он постоянно греется и выдает неприятный запах. Очень разочарована. Деньги не вернули, когда я отказалась от заказа.",бытовая техника
1406,"Купила постельное белье и осталась очень довольна! Белье красивое, без запаха, все соответствует описанию. Очень ждала и довольна. Спасибо!",текстиль
1407,Рубашка хорошая ! Спасибо продавцу !,одежда
1408,"Купила креслице для сына, но оно так и не пришло. Продавец говорит, что отправил, но трек номер не действителен. Очень расстроена, потеряла много времени.",товары для детей
1409,"Скатерть пришла через неделю вместо обещанных трех дней. Деньги не вернули, хотя спор был открыт.",текстиль
1410,Чехол на кресло оставляет желать лучшего. Ткань быстро потускнела и стала рваться.,текстиль
1411,"туника хорошего качества, но был брак (шов неровный и сборил)",одежда
1412,очень понравилась куртка 60 кг вес рост 167 заказала м по размеру. спасибо продавцу,одежда
1413,"Плёнка на экране сканера слегка царапана, и иногда он просто выключается без видимых причин. Это очень разочаровывает.",электроника
1414,"Продавец долго отправлял заказ. Футболка понравилась. Идёт в размер. Ношу S,   взяла М. Свободно в талии",одежда
1415,"Диктофон оказался очень слабым, запись нечеткая и часто пропадает звук. Качество просто ужасное.",электроника
1416,"Приобрела чайник, но он постоянно шумит при работе. Связалась с продавцом, но ответа не получил.",бытовая техника
1417,"Шарф пришел в хорошем состоянии, но качество ткани оставляет желать лучшего. Много пыли внутри и немного рваных нитей.",украшения и аксессуары
1418,"Не успела боди получить, как уже начали доставлять. Вернули деньги и отправили заказ повторно.",товары для детей
1419,"Пуховик,очень хороший！цвет соответствует,мех искусственный,но это не портит.единственное,что взяли   на размер больше и не прогадали,подошло.",одежда
1420,"Этот чайник просто замечательный! Приятно удивил своим качеством и работоспособностью. Каждое утро готовлю вкусный чай, а этот чайник просто справляется с задачей на отлично.",бытовая техника
1421,"Берцы удобные, ноги не устают даже после долгих часов на ногах. Отличное качество! Спасибо продавцу!",обувь
1422,"Фен пришел через неделю после заказа, хотя обещали раньше. Пришел не в упаковке, просто в коробке.",бытовая техника
1423,"качество отличное, но размер не подошел хотя заказывала на свой размер",одежда
1424,похожа на женскую с выточками,нет товара
1425,"лосинки хорошие, внутри утеплены, тянутся хорошо, мягкие, удобные, на 68-98 и рост 172 брала ххл, сели отлично, но чуть коротковаты, доставка быстрая.",одежда
1426,"Товара нет пол года ,деньги не возвращают,может почта России тупит,но они сказали не знают где товар ",нет товара
1427,Плохое качество и велик размер S. Хотя у меня размер S- М.,нет товара
1428,"Палантин оказался коротким, не подошел по длине. Фурнитура тоже оказалась дешевой – на одной из сторон отсутствовала строчка. Не могу рекомендовать этот товар.",украшения и аксессуары
1429,Тапочки на ногах просто чудо! Очень удобные и теплые. Особенно понравился мягкий материал.,обувь
1430,"курьер принес домой, все хорошо, но в талии большевато",одежда
1431,"Массажер не пришел почти неделю после заказа, хотя я уже открыл спор. Продавец даже не ответил на мои сообщения. Очень неудобно!",бытовая техника
1432,"Полотенце для ног по описанию выглядит хорошо, но при получении обнаружил, что оно излишне жесткое и не впитывает воду. Жалею о покупке.",текстиль
1433,"Стакан не пришел вовремя, деньги вернули только через неделю. Очень разочарован такой медленной доставкой.",посуда
1434,"кофта хорошая, хоть рукава и коротковаты на 173, но расползлась в рукаве по шву после первого дня(",одежда
