,text,target
215,"Конструктор просто отличный! Детка с удовольствием собирает модели и даже делится своими сооружениями с другими детьми. Отличное качество сборки, детали не отваливаются. Доставка была немного задержана, но это не испортило моего настроения.",товары для детей
216,"Конструктор очень плохого качества. Детальки постоянно отваливаются, и дети не могут их собрать. Вместо того чтобы помочь развитию мелкой моторики, он только вызывает разочарование. Деньги вернули только через долгие переписки и споры.",товары для детей
217,"Конструктор не прибыл вовремя, хотя я ждал его уже три недели. После того как я открыл спор, продавец вернул деньги, но это было слишком поздно. Доставка должна быть быстрее и надежнее.",товары для детей
218,"Пакет с конструктором пришел разорванным, и детали высыпались на пол. Упаковка была сделана неудачно, и это привело к повреждению товара. Нет никаких слов, чтобы описать это.",нет товара
219,"Почти месяц ждала доставку конструктора. Когда получил, то обнаружил, что коробка была повреждена, и детали были немного повреждены. Упаковщик явно не был внимательным.",нет товара
220,"Кукла просто чудесная! Дочка была в восторге, когда ее распаковали. Она очень похожа на героиню из любимого мультфильма и у нее такие же глаза и волосы. Ребенок очень довольна и просит играть с ней каждый день.",товары для детей
221,"Кукла оказалась сделана из дешевой пластмассы и очень хрупкой. Сразу после получения обнаружила, что у нее сломаны руки и ноги. Качество просто ужасное, не стоит денег, которые я заплатила. Очень разочарована этим товаром.",товары для детей
222,"Кукла так и не пришла, хотя я ждала ее очень долго. Заказала еще неделю назад, но продавец постоянно откладывал отправку. Когда наконец получила ее, то оказалось, что деньги были возвращены сразу же. Это было бы нормально, если бы мне хотя бы сообщили о задержке.",товары для детей
223,"Обратила внимание на то, что кукла сделана из дешевой пластмассы, которая сильно шумит при движении. Кроме того, у нее сломаны руки и ноги. Очень жаль потраченных денег, так как качество просто ужасное.",нет товара
224,"Кукла так и не пришла. Ждала очень долго, но в итоге попросила вернуть деньги. Вернули быстро, буквально на следующий день. Упаковка была повреждена, содержимое было испорчено.",нет товара
225,"Эта машинка просто великолепна! Дочке очень понравилась, она часами играет с ней и даже просит купить ещё одну. Качество отличное, детали точно подогнаны, никаких проблем с сборкой.",товары для детей
226,"Машинка очень плохого качества. Через неделю после покупки разбита передняя часть и едва держится руль. Дочке она больше не нравится, так что ни кому не рекомендую эту машинку.",товары для детей
227,"Заказал машинку для сына, но до сих пор её не получил. Доставка перенесена уже трижды и каждый раз приходится платить за новые сроки. Очень разочарован, надеюсь, что в следующий раз всё будет работать лучше.",товары для детей
228,"На картинке машина выглядит намного лучше. Реальная модель совсем другая - короткие задние колеса и слабо видны детали. Нет ничего особенного, просто обычный пластиковый игрушечный транспорт.",товары для детей
229,"Посылка не пришла вовремя. Отметка была сделана по ошибке, а когда я написал об этом продавцу, он просто не отвечал. Очень разочарован этой службой доставки.",нет товара
230,"Коляска отличная, ребенок в ней удобно находится. Очень довольны покупкой!",товары для детей
231,"Коляска оказалась слишком маленькой для моего ребенка, качество ткани оставляет желать лучшего.",товары для детей
232,"Коляска пришла только через месяц, хотя обещали доставку за неделю. Очень разочарован.",товары для детей
233,"Подушка для коляски не подошла по размеру, была слишком мала. Ткань колется.",товары для детей
234,"Доставка заняла почти два месяца, но упаковка была хорошей, ничего не повредилось.",нет товара
235,"Соска для моей дочки просто идеальная! Она её любит, и теперь спит спокойно ночами. Рекомендую!",товары для детей
236,Соска оказалась бракованной. Моя дочка ее сразу бросила и больше не хочет ее использовать.,товары для детей
237,"Пришла соска через месяц после заказа. Я была разочарована, но товар все равно отличный!",товары для детей
238,"Соска слишком короткая, хотя я заказывала XL размер. Ткань рваная и края не аккуратные.",товары для детей
239,"Пакет с соской пришел разорванный. Доставка заняла больше недели, хотя обещали раньше.",нет товара
240,Подгузники очень удобные и моему ребенку очень нравятся. Спасибо продавцу!,товары для детей
241,"Подгузники очень плохого качества. Нам пришлось менять их каждый час, хотя по описанию они должны были держаться дольше.",товары для детей
242,"Не успела подгузники получить, а уже заказала возврат. Деньги вернули, но доставка заняла больше недели.",товары для детей
243,Подгузники постоянно соскальзывают с попки ребенка. Нам приходится постоянно подправлять их.,товары для детей
244,"Пакет с подгузниками пришел в такой плохом состоянии, что я не рискнула их использовать. Деньги вернули, но пакет был поврежден.",товары для детей
245,"Кроватка для сына просто идеальная! Очень praktical и удобная, ребенок спит хорошо. Доставка немного задержалась, но это не критично.",товары для детей
246,"Кроватка для сына оказалась очень маленькая и неудобная. Матрас не подходит по размеру, грудь постоянно падает. Очень разочарован покупкой.",товары для детей
247,"Купила кроватку для дочери, но она так и не пришла. Деньги вернули, но процесс доставки затянулся на месяц. Продавец отказался отвечать на вопросы.",товары для детей
248,Швы на кроватке плохо сделаны. Есть видимые потертости и расслоение материала. Никогда не буду покупать здесь снова.,товары для детей
249,"Посылка не пришла и не отслеживалась. Деньги вернули, но процесс доставки вызвал много вопросов.",нет товара
250,Самокат идеально подошел моему сыну! Он в восторге и каждый день просит кататься на нем.,товары для детей
251,Самокат оказался слишком большим для моего ребенка и постоянно цеплялся за одежду. Очень расстроена покупкой.,товары для детей
252,Самокат не прибыл вовремя и до сих пор не получил его. Деньги вернули только через месяц после оплаты.,товары для детей
253,"На самокате торчат нитки и он сильно тянется. Видимо, сделан из дешевой ткани.",товары для детей
254,"Посылка самоката пришла не полностью. Первую часть доставили быстро, но вторую так и не принесли.",нет товара
255,"Пинетки на дочку просто замечательные! Она их очень любит и носит их каждый день. Хорошо сидят по размеру, никаких недостатков не обнаружила. Доставка была немного задержана, но сам товар полностью соответствует ожиданиям.",товары для детей
256,"Пинетки для сына оказались очень маломерящими. Талия завышена и они не подходят по размеру. Ткань обычного качества, а учитывая цену, ожидания были выше. Очень разочарован покупкой.",товары для детей
257,"Пинетки пришли через неделю после заказа, хотя обещали доставку в течение трех дней. Состояние пакета было испорчено, и пинетки оказались намокшими. Вернула их обратно и открыла спор. Деньги частично вернули, но процесс был очень сложным.",товары для детей
258,"Пошив пинеток на троечку. Носила их несколько раз, но заметила, что они начинают просвечивать. Ткань не совсем плотная, но ребенок их любит.",товары для детей
259,"Заказала пинетки и была приятно удивлена качеством упаковки. Почта доставила посылку в отличном состоянии, хотя ожидала задержек. Пинетки оказались в отличном состоянии.",нет товара
260,"Боди подошло идеально по размеру и качество отличное! Дочке очень понравилось, она постоянно просит надеть еще.",товары для детей
261,Боди очень тонкое и просвечивает. Приходится надевать сверху толстовку. Качество оставляет желать лучшего.,товары для детей
262,"Не успела боди получить, как уже начали доставлять. Вернули деньги и отправили заказ повторно.",товары для детей
263,Боди немного рваное и есть небольшие линии на ткани. Но сама вещь хорошая.,товары для детей
264,"Получила заказ через неделю после покупки, но боди так и не пришло. Вернули деньги обратно.",нет товара
265,Ползунки идеально подходят моему малышу. Он их очень любит и носит их каждый день.,товары для детей
266,"Ползунки оставили многое желать лучшего. Материал тонкий и неудобный, ребенок постоянно капризничает.",товары для детей
267,"Ползунки пришли очень быстро, но качество оставляет желать лучшего. Я уже открыл спор о возврате.",товары для детей
268,"Ползунки немного велики, не подошли моей дочери. Спереди они немного тесные.",товары для детей
269,Посылка пришла в очень плохом состоянии. Ползунки оказались полностью сломанными и не пригодны к использованию.,нет товара
270,"Комбинезон для моей дочери просто замечательный! Он очень красивый и удобный, она его очень любит.",товары для детей
271,"Комбинезон очень плохо сидит по размеру, он слишком мал для моей дочери. Ткань также очень сминается при ношении и выглядит неаккуратно.",товары для детей
272,"Комбинезон пришел вовремя, но когда я позвонила в службу поддержки, мне сказали, что они не могут вернуть деньги за этот товар. Очень разочарованная.",товары для детей
273,"Ткань комбинезона оказалась синтетической, а не натуральной как обещали. Комбинезон пришел слегка мятым и запах был довольно сильным.",нет товара
274,"Заказ не пришел, деньги не вернули. Ждала около месяца, но ничего не пришло. Очень разочарована.",нет товара
275,Стульчик для кормления просто отличный! Мой ребенок с удовольствием сидит на нем и ест. Очень удобная конструкция и прочный.,товары для детей
276,Стульчик для кормления оставил многое желать по качеству. Ткань быстро потемнела и стала колоть кожу ребенка. Покупкой я очень расстроена.,товары для детей
277,"Доставка была быстрой, но стульчик для кормления так и не пришел. Деньги не вернули и продавец не отвечает на сообщения. Очень разочарован!",товары для детей
278,"Рисунок на стульчике для кормления нечеткий и ткань слегка тонковата. Нитки торчат из всех швов, пришлось подрезать и закреплять. Но на зиму в качестве домашнего стульчика вполне годится.",товары для детей
279,"Посылка пришла раньше, чем ожидалось, но сам стульчик для кормления не был в упаковке. Упаковка была повреждена и стульчик оказался поврежденным при доставке.",нет товара
280,"Манеж просто отличный! Мой ребенок с удовольствием играет там, и у него хватает места для всех игрушек. Очень рада покупкой.",товары для детей
281,Манеж оказался очень маленьким для моего ребенка. Ткань дешевая и быстро рвется. Очень разочарован.,товары для детей
282,"Манеж не дошел до меня по адресу. Деньги вернули быстро, но это было уже после того, как я открыла спор.",товары для детей
283,Пластмассовая деталь в манеже сломалась через неделю использования. Качество оставляет желать лучшего.,товары для детей
284,"Манеж не прибыл по указанному сроку. Деньги вернули, но это было уже после того, как я открыла спор.",нет товара
285,"Эта погремушка просто замечательная! Мой ребенок в восторге от нее, она очень интересная и разноцветная. Рекомендую всем родителям!",товары для детей
286,Погремушка не соответствует заявленному качеству. Края рваные и она быстро разбивается при небольшом ударе. Очень разочарован.,товары для детей
287,Погремушка не пришла вовремя и деньги вернули только через месяц после обращения. Очень разочарован сервисом.,товары для детей
288,"Пуговицы на погремушке слабые, уже отклеились после нескольких дней использования. Ткань тоже немного рваная.",товары для детей
289,"Доставка заняла почти месяц, а погремушки вообще не пришли. Деньги вернули только после того, как я написал отзыв здесь.",нет товара
290,"Бутылочка для кормления отличная, ребенок ее просто обожает! Настоящее удовольствие каждое кормление.",товары для детей
291,"Бутылочка для кормления очень плохо сделана. Материал мягкий, но рвется на малейшем давлении. Детка отказывается пить из-за этого.",товары для детей
292,"Бутылочка для кормления не пришла три месяца. Хотя я уже открыла спор и неоднократно писала продавцу, ситуация до сих пор не решена.",товары для детей
293,"Бутылочка для кормления немного короткая, пятно на ней видно. Но сама бутылочка приятная на ощупь, материал качественный.",товары для детей
294,"Бутылочка для кормления так и не пришла. По истечении 4 месяцев продавец не хотел возвращать деньги, пока не вмешался Алиэкспресс.",нет товара
295,"Слюнявчик очень понравился моему малышу! Он такой яркий и красивый, ребенок в нем смеется и веселится. Качество отличное, не рвется и не линяет.",товары для детей
296,"Слюнявчик оказался очень маленьким для моего ребенка. Племянница была в нем как в коробочке, неудобно и не подходит. Качество тоже оставляет желать лучшего, ткань растягивается.",товары для детей
297,"Слюнявчик пришел очень быстро, но доставка была не отслеживаемой. Продавец сказал, что это стандартный процесс, но мне это не понравилось. Пришлось ждать долго.",товары для детей
298,"Юбочка выполнена качественно, материал мягкий. Но не подошла, так как заказали по размеру, а описания размера не читали. Будьте внимательны!",товары для детей
299,"Посылка пришла быстро, но не отслеживалась. Очень рада, что дошла до меня вовремя. Упаковка была хорошей, ничего не повредилось в пути.",нет товара
300,"Развивающий коврик просто чудесный! Мой ребенок очень любит играть на нем и развивать мелкую моторику. Качество отличное, коврик прочный и безопасный.",товары для детей
301,"Развивающий коврик очень плохого качества. Края начали рваться уже после нескольких дней использования, а также есть заметные пятна на поверхности.",товары для детей
302,"Коврик пришел гораздо позже, чем обещали. Я уже подала заявление на розыск, но продавец не помог и денег не вернул. Очень разочарована.",товары для детей
303,"Коврик мягкий, но очень тонкий. По ощущениям он больше похож на плёнку, чем на коврик. Цвет не соответствует фотографии на сайте.",товары для детей
304,"Заказ пришел в Самару за месяц. Доставка была очень медленной, хотя и в целости и сохранности. Упаковка была в порядке.",нет товара
305,"Мобиль на кроватку просто чудо! Моя дочка так смеется и радуется, когда его включают. Качество отличное, детали яркие и безопасные.",товары для детей
306,"Мобиль на кроватку оказался очень дешевым и не очень качественным. Материалы тонкие, края рваные, ребенок даже не заметил его после покупки.",товары для детей
307,"Заказал мобиль на кроватку, а его так и не пришло. Пришлось открыть спор и вернуть деньги. Доставка задерживается уже неделю.",товары для детей
308,"Пришел мобиль на кроватку, но качество оставляет желать лучшего. Ткань колется и есть несколько нитей, которые торчат.",товары для детей
309,"Заказал мобиль на кроватку, но доставка так и не пришла. Деньги возвращают, но процесс очень долгий и неудобный.",нет товара
310,"Ходунки просто замечательные! Дочке очень понравились, начала ходить увереннее, материал мягкий и приятный на ощупь.",товары для детей
311,"Ходунки очень плохого качества, ножки торчат и крепления слабые, ребенок постоянно падает. Обещанные 2 недели на доставку заняли почти месяц.",товары для детей
312,"Ходунки не прибыли вовремя, хотя заказ сделала заранее. Возврат денег не был проведен сразу же, пришлось открывать спор.",товары для детей
313,"Ножки ходунок немного короткие, материал слегка колется, особенно в теплую погоду. Ребенок ходит в них уже неделю и пока довольна.",товары для детей
314,"Парка шла 31 день до Сочи, заказывала 3XL, но получила как L. Нитки торчат и упаковка была повреждена при доставке.",нет товара
315,"Прыгунки моей дочке очень понравились! Она их постоянно просит надеть и с удовольствием играет в песочнице. Качество отличное, никаких дефектов не заметила.",товары для детей
316,"Приобрела прыгунки для сына, но они оказались очень маленькими. Размер на 2 размер меньше, чем указан в описании. Качество ткани тоже оставляет желать лучшего, после первой стирки заметно потускнели.",товары для детей
317,"Прыгунки пришли только через месяц после заказа. При этом доставка стоила дороже самой покупки! Возврат был сложным процессом и занял еще неделю. В общем, неудобства доставки значительно превышают удобство покупки.",товары для детей
318,"После стирки прыгунки сильно потеряли форму и стали растягиваться. Ткань стала колоть кожу ребенка, хотя до этого никаких проблем не было. Надеюсь, это случайный дефект.",товары для детей
319,"Посылка пришла быстро, но упаковка была повреждена, и прыгунки оказались в мешке с грязью. Доставка до Иркутской области заняла чуть больше месяца, хотя обещали неделю. Продавец не ответил на мои сообщения.",нет товара
320,"Три года назад купили этот велосипед для дочки, и она с удовольствием его ездит. Он прочный и выдерживает любые нагрузки.",товары для детей
321,"Велосипед трехколесный оказался очень слабым, места не хватает ни одной ребенку. Качество просто ужасное, не рекомендую.",товары для детей
322,"Велосипед до сих пор не пришел, уже два месяца жду. Деньги вернули, но время ожидания было очень долгим. Всегда была связана с продавцом, он все объяснил.",нет товара
323,"Велосипед трехколесный порвался после нескольких недель использования, хотя обещали что он будет стойким к повреждениям.",товары для детей
324,"Доставка до меня дошла слишком медленно, хотя указано было что будет быстро. Упаковка была слегка повреждена, но товар в себе оказался целым.",нет товара
325,"Беговел отличный, ребенок в восторге! Очень прочный и красивый. Дочка ездит на нем уже неделю и не хочет пересаживаться.",товары для детей
326,"Беговел оказался полным разочарованием. Ткань рваная, детали не пришиты качественно. Дочке он совсем не подходит, так и не смогла даже сесть на него.",товары для детей
327,"Беговел пришел через месяц после заказа. Зато когда приехал, оказалось, что он маломерка. Пришлось искать новый размер.",товары для детей
328,"Беговел просвечивает и короткий, хотя на фото он выглядел иначе. На ощупь ткань не понравилась, не смотря на то, что он не назван в отзыве.",нет товара
329,Пришел коробок с беговелом через 60 дней. Доставка очень долгая. Но сам беговел оказался в упаковке испорченным. Открыть его было невозможно.,нет товара
330,Дочке очень понравился этот детский шампунь! Он не вызывает аллергии и хорошо пенится. Рекомендую!,товары для детей
331,Этот детский шампунь оставил у меня плохое впечатление. Он быстро вымывается и не держится долгое время.,товары для детей
332,"Долго ждала этот шампунь для дочки, но когда пришла посылка, оказалось, что он не соответствует описанию на сайте. Деньги не вернули, так что заказывать снова не рискну.",нет товара
333,"На упаковке написано, что шампунь для детей, но на деле оказалось, что он слишком густой и не моет волосы полностью.",товары для детей
334,"Пришла посылка, но коробка была повреждена, и внутри не было ни одного шампуня. Деньги не вернули, так что заказывать снова не рискну.",нет товара
335,"Влажные салфетки идеально подходят моему ребенку. Он их использует после еды и перед сном, чтобы поддерживать чистоту.",товары для детей
336,Влажные салфетки оказались очень сухими и не выполняют свою функцию. Дочке очень расстроились.,товары для детей
337,"Влажные салфетки пришли только через неделю после заказа, хотя обещали доставку в течение трех дней. Деньги вернули, но это не компенсирует мои ожидания.",товары для детей
338,"Горловина салфеток кривая, они постоянно скользят в руках ребенка и выскакивают.",товары для детей
339,"Быстрая доставка, но упаковка была сломана и салфетки оказались поврежденными. Очень разочарован.",нет товара
340,"Ванночка для купания просто отличная! Моя дочь очень любит играть в ней, и она удобно помещает ее в ванну. Хочу поблагодарить продавца за быструю доставку!",товары для детей
341,"Ванночка для купания была куплена для моего сына, но качество оставляет желать лучшего. Она быстро порвалась после нескольких использований, хотя по описанию выглядела прочной.",товары для детей
342,"Ванночка для купания не прибыла вовремя, хотя я уже открыла спор. Деньги не вернулись до сих пор, и продавец закрыл спор без моего согласия, что очень разочаровало.",товары для детей
343,"Пришла ванночка для купания в слегка полинявшем состоянии, хотя на фото выглядела идеально. Нет никакого следа нарушения упаковки, но качество оставляет желать лучшего.",товары для детей
344,"В этот раз заказывала ванночку для купания, но не получила ее вовремя. Деньги были вернуты, но это не решает проблему с доставкой.",нет товара
345,"Горшок супер, мой ребенок его очень любит! Он отлично подошел по размеру и удобен в использовании.",товары для детей
346,"Горшок очень плохого качества, ткань рвется сразу после первой же попытки использовать. Очень разочарован покупкой.",товары для детей
347,"Горшок пришел вовремя, но доставка заняла больше недели. Кроме того, упаковка была повреждена, когда я получил посылку.",товары для детей
348,"Горшок немного короткий и тонкий, несмотря на то что указано на сайте. Качество ткани оставляет желать лучшего.",товары для детей
349,"Горшок так и не прибыл, хотя заказ был сделан давно. Деньги вернули, но это не компенсирует потерянное время.",нет товара
350,"Радионяня отличная! Ребенок спит весь вечер, а я могу слушать его из любой комнаты дома.",товары для детей
351,Радионяня оказалась очень шумной и часто выключается сама по себе. Дочка просыпалась от шума и не могла заснуть.,товары для детей
352,"Заказала радионяню неделю назад, но до сих пор ее не получил. Деньги не вернули и продавец ведет себя агрессивно.",товары для детей
353,Ткань радионяни рваная и в некоторых местах выглядывает проводка. Пришлось вернуть товар.,товары для детей
354,"Трек не отслеживался почти неделю, а когда пришла посылка, то оказалась полностью пустой. Деньги не вернули.",нет товара
355,"Видеоняня работает отлично! Дочка постоянно смотрит в камеру и радуется, когда видит меня. Очень удобная вещь для работы.",товары для детей
356,"Видеоняня оказалась очень слабой по сигналу. Дочка видела только когда я была в комнате рядом. Качество видео плохое, не рекомендую.",товары для детей
357,Видеоняню не доставили два дня после заказа. Пришлось открыть спор и ждать возврата денег. Очень разочарована.,товары для детей
358,"На картинке показано, что видеоняня должна быть с розовой подставкой, но у меня оказалась белая. Ткань очень тонкая и легко мнется.",нет товара
359,Пакет для видеоняни пришел сломанным. Несколько раз пережимался и содержимое могло выпасть. Доставка заняла больше месяца.,нет товара
360,"Сортер отличный, ребенок очень любит играть с ним. Все части хорошо пристраиваются и легко разбираются.",товары для детей
361,"Приобрела сортер для своего ребенка, но качество оставляет желать лучшего. Некоторые части сломались уже через неделю использования.",товары для детей
362,"Приобрела сортер для своего ребенка, но доставка была очень медленной и стоила дороже, чем сам товар.",товары для детей
363,"На сортере видны царапины и потертости, хотя на фото они не были видны.",нет товара
364,"Пришла коробка с сортером, но доставка была медленной и курьер оставил её в подъезде без подписи, что вызвало небольшую путаницу.",нет товара
365,Пирамидка для моей дочки оказалась идеальной! Она с удовольствием играет с ней каждый день и не устаёт. Спасибо продавцу!,товары для детей
366,"Пирамидка была куплена для сына, но качество оставляет желать лучшего. Край оказался слишком острым, и сын порезался. Очень разочарован.",товары для детей
367,"Пирамидка не пришла целой, после нескольких недель переписки с продавцом, вернули деньги. Доставка заняла более месяца!",товары для детей
368,"На одной стороне пирамидки видны следы от синтетики. Пришлось вернуть её обратно, несмотря на то что продавец просил не делать этого.",товары для детей
369,"Пирамидка пришла в слегка помятом состоянии. Доставка заняла почти два месяца, хотя обещали неделю. Очень разочарована.",нет товара
370,Заказала детский пазл и осталась очень довольна! Пазлы легко собираются и интересны для ребенка. Дочка очень рада!,товары для детей
371,Пазлы были очень маленького размера и ребенок не смог их собрать. Очень разочарована качеством товара.,товары для детей
372,"Доставка задержалась на две недели, а когда пришли пазлы, они оказались совсем не теми, что на фото. Постоянно открывал споры с продавцом.",товары для детей
373,Пазлы были немного рваные и некоторые кусочки были нестандартной формы. Не могли собрать их вовремя.,нет товара
374,"Пакет с пазлами пришел сломанным, пазлы рассыпались во время транспортировки. Деньги вернули только после долгих споров.",нет товара
375,"Книжка-игрушка просто чудесная! Сыну очень понравилось, он часами ее рассматривает и называет все предметы. Качество отличное, материалы мягкие и безопасные.",товары для детей
376,"Купила книжку-игрушку для дочки, но она очень маленькая и не подходит по размеру. Приходится постоянно подкладывать под нее подушку, чтобы она была в нужном положении. Качество оставляет желать лучшего, ткань тонкая и легко порвется.",товары для детей
377,"Заказала книжку-игрушку для сына, но она не пришла. Деньги вернули, но время ожидания было слишком долгим. Продавец не ответил на мои запросы и не предоставил никаких объяснений.",товары для детей
378,"Пришла книжка-игрушка, но на одной из страниц вырван уголок. Она выглядит немного потерянной и не совсем как на сайте. Качество оставляет желать лучшего.",нет товара
379,"Отправили коробку, но внутри не было ни одной книги. Доставка была быстрой, но товар не соответствовал ожиданиям. Надеюсь, это был простой недоразумение.",нет товара
380,"Отличное детское мыло! Сын очень любит его пользоваться, и кожа у него после него стала мягче.",товары для детей
381,"Детское мыло оказалось слишком сухим для кожи ребенка, и после его использования у сына появились трещины. Никогда больше не куплю здесь!",товары для детей
382,"Заказал детское мыло для ребенка, но его до сих пор не получилось. Алиэкспресс говорит, что заказ уже доставлен в другой город, вернуть деньги не могут.",нет товара
383,Майка для ребенка оказалась рваной и синтетической. Дочка жалуется на дискомфорт. Качество ужасное!,товары для детей
384,"Доставка заняла более месяца, хотя обещали всего две недели. Мыло оказалось сомнительным, но главная проблема - задержка.",нет товара
385,Термометр для воды просто отличный! Он точно измеряет температуру воды и удобно лежит в руке. Мой ребенок очень любит пить воду из своего любимого термометра.,товары для детей
386,"Термометр для воды оказался очень дешевым и некачественным. Вода была холоднее, чем показывал термометр, и детали начали отваливаться уже через неделю использования.",товары для детей
387,"Термометр для воды так и не пришел, хотя заказ сделан давно. Пришлось открыть спор и ждать ответа продавца. Деньги вернули только после долгих переписок.",товары для детей
388,"Дочка постоянно капризничает, но этот термометр для воды ей понравился. Он сидит немного коряво, но зато такой красивый!",нет товара
389,"Посылка дошла очень медленно, хотя обещали всего 10 дней. Картонная упаковка была слегка повреждена, но сам товар оказался целым.",нет товара
390,"Сыну очень понравилось новое креслице. Он каждый день просит играть в него и спать в нем. Качество отличное, надежное и безопасное.",товары для детей
391,"Кукла для дочки оказалась очень дешевой и сломалась уже через неделю после покупки. Качество материала просто ужасное, не стоит своих денег.",товары для детей
392,"Купила креслице для сына, но оно так и не пришло. Продавец говорит, что отправил, но трек номер не действителен. Очень расстроена, потеряла много времени.",товары для детей
393,"Юбка для дочери очень красивая, но на самом видном месте есть повреждение ткани, похожее на ожоги. Ткань обуглена, не могу носить.",товары для детей
394,"Купила креслице для сына, но доставка заняла почти месяц. Когда оно наконец пришло, оказалось, что упаковка была повреждена и внутри ничего не было.",нет товара
395,Прорезыватель для зубов идеально подошел моему ребенку. Он очень понравился и помогал ему с облегчением боли во время прорезывания. Дочка довольна и теперь просит его каждый раз перед сном.,товары для детей
396,"Прорезыватель для зубов оказался очень некачественным. После нескольких дней использования начал ломаться и терять форму. Очень расстроило, когда ребенок начал раздражаться из-за этого.",товары для детей
397,"Прорезыватель для зубов пришел намного позже, чем обещали. Это очень разочаровало. Когда я позвонила в службу поддержки, мне сказали, что проблема с их стороны и вернуть деньги будет сложно.",товары для детей
398,"Ткань прорезывателя для зубов немного рваная и имеет неприятный запах. Это очень огорчило, особенно потому что ребенок часто его использует.",нет товара
399,"Отправили коробку в неподходящем состоянии, и прорезыватель для зубов оказался поврежденным при доставке. Очень разочарован работой службы доставки.",нет товара
400,"Царапки для дочки оказались идеальными! Она их полюбила сразу и играет с удовольствием. Цвет яркий, детали аккуратные.",товары для детей
401,"Царапки были куплены для дочки, но качество оставляет желать лучшего. Нитки торчат со всех сторон, ткани рваные. Дочке они не подходят.",товары для детей
402,"Царапки заказала для дочки, но доставка заняла почти неделю. Деньги вернули только через несколько дней после обращения. Очень разочарована.",товары для детей
403,"Нитки торчат со всех сторон, ткань колется. Не могу понять, как это можно было продать. Жаль дочку.",нет товара
404,"Царапки не дошли до меня, инфо по отслеживанию не было. Жду возврата денег уже неделю.",нет товара
405,"Чепчик для моей дочки просто чудесный! Он очень красивый и praktical, хорошо держит форму и выглядит как новый даже после нескольких дней носки.",товары для детей
406,"Чепчик оказался очень маленьким, хотя я указала размер L. Голова дочки в него не помещается, хотя она ей очень нравится по дизайну.",товары для детей
407,"Не получила чепчик, хотя система показывает что он был доставлен. Пришлось открыть спор и теперь жду возврата денег.",товары для детей
408,Чепчик немного растянулся после первой же стирки и теперь совсем не подходит. Ткань стала тоньше и выглядит дешево.,товары для детей
409,"Посылка не дошла до адресата. При получении была пустая коробка, хотя я оплатила товар.",нет товара
410,Присыпка просто чудесная! Ребенок ее очень любит и всегда просит погреть ручки перед игрой. Благодарю продавца!,товары для детей
411,"Присыпка оказалась очень сухой и пыльной. Ребенок ее даже не хотел использовать, хотя раньше были такие же. Качество ужасное.",товары для детей
412,"Заказал присыпку ребенку, но так и не пришла посылка. Деньги вернули только через неделю после того, как я открыл спор. Очень разочарован.",товары для детей
413,"На присыпке есть небольшая полоска, которая не отстирывается. В целом она нормальная, но качество оставляет желать лучшего.",товары для детей
414,"Ждала присыпку почти полгода, а она так и не пришла. Деньги вернули сразу после того, как я открыл спор. Служба Алиэкспресс работает плохо.",нет товара
415,"Ниблер отличный, мой ребенок очень рад! Качество отличное, цена соответствует качеству.",товары для детей
416,Ниблер оказался очень слабым и быстро ломается. Мой ребенок разочарован и теперь не хочет его носить.,товары для детей
417,"Заказал ниблер, но до сих пор не получил его. Доставка вообще никакая, уже неделю жду и ничего.",товары для детей
418,Ткань ниблера рвется на мелкие кусочки при первой же стирке. Очень разочарован таким качеством.,товары для детей
419,"Посылка пришла в очень плохом состоянии, коробка повреждена и внутри ниблера тоже. Доставка просто ужасная.",нет товара
420,Стерилизатор для бутылочек просто чудо! Мои бутылочки всегда чистые и безопасные.,товары для детей
421,"Стерилизатор для бутылочек оказался очень плохого качества. Бутылочки не стерилизуются полностью, хотя инструкция говорит обратное.",товары для детей
422,"Заказал стерилизатор для бутылочек, но доставка заняла больше месяца. Деньги вернули только после того, как я открыл спор.",товары для детей
423,"Ткань у стерилизатора для бутылочек рваная, видно сразу же при открытии упаковки.",нет товара
424,"Пришли коробки с бутылочками, а не стерилизатор. Деньги вернули, но доставка заняла неделю.",нет товара
425,Игрушка для моего сына оказалась отличной! Он просто в восторге от нее и каждый день просит играть с ней.,товары для детей
426,Игрушка оказалась полной разочаровкой. Она была сломана сразу же после покупки и не подошла по размеру.,товары для детей
427,"Пришла игрушка, но доставка заняла больше времени, чем обещали. Когда я позвонила в службу поддержки, они не смогли ничего сделать.",товары для детей
428,Детская кровелька оказалась слишком тонкой и просвечивающей. Видно все через нее.,товары для детей
429,"Отслеживание заказа был пропущен, хотя я платила дополнительные деньги за это. В итоге игрушка так и не пришла.",нет товара
430,Этот конструктор просто отличный! Мой ребенок очень любит его玩偶喜欢玩耍，这个积木套装真的非常好！我的孩子非常喜欢它。,товары для детей
431,Конструктор очень плохого качества. Некоторые детали были сломаны при доставке и не смогли собраться вместе. Очень разочарован!,товары для детей
432,"Конструктор не пришел по указанному адресу, началась спор, но ответ был написан на непонятном языке. Очень разочарован доставкой.",товары для детей
433,"Материалы конструктора слишком мягкие, детям трудно их держать. Лучше бы выбрал более прочный материал.",товары для детей
434,"Получил коробку с большим количеством пакетов и упаковочных материалов, но никакого конструктора внутри. Очень разочарован покупкой.",нет товара
435,"Кукла просто супер! Дочка очень довольна, играет ей каждый день. Она такая красочная и детали сделаны отлично.",товары для детей
