,text,target
226,"Не ожидала такого качества! Эти очки очень некачественные, линзы потемнели после нескольких дней использования и стекла начали трескаться.",украшения и аксессуары
227,"Пришло несколько дней позже, чем обещали. К тому же, упаковка была повреждена и очки оказались разбитыми. Продавец сразу вернул деньги, но время доставки было очень долгим.",украшения и аксессуары
228,Очки просвечивают через ткань и не подходят по размеру. Ткань на внутренней стороне оказалась слишком тонкой.,нет товара
229,"Долгая доставка, пакет был поврежден и очки оказались в хорошем состоянии. Но все равно спасибо продавцу за быстрый возврат средств.",нет товара
230,Кардхолдер отличный! Хорошо смотрится и удобно использовать. Я очень довольна покупкой.,украшения и аксессуары
231,Кардхолдер не соответствует описанию. Ткань очень дешевая и быстро облезла. Очень разочарован!,украшения и аксессуары
232,Кардхолдер не пришел уже неделю. Верните деньги и исправьте ситуацию!,нет товара
233,На кардхолдере камень выпал после нескольких использований. Очень расстроена.,украшения и аксессуары
234,Доставка задерживается на 10 дней. Упаковка была сломана и кардхолдер пришел поврежденным.,нет товара
235,"Сумка просто великолепная! Цвет такой, какой я хотела, качество отличное, никаких нареканий. Доставка была немного медленной, но это не критично.",украшения и аксессуары
236,Сумка оказалась очень плохого качества. Ткань быстро потемнела и появилась небольшая дырочка в нижней части. Очень разочарована.,украшения и аксессуары
237,"Доставка заняла почти месяц, хотя обещали неделю. Сумка оказалась в идеальном состоянии, качество отличное!",украшения и аксессуары
238,"На сумке была видна трещина от центра до края, хотя на фото она выглядела идеально. Никак не могли найти причину.",украшения и аксессуары
239,"Заказ не пришел, я ждала его уже две недели. Упаковка была повреждена, когда доставили, сумка оказалась испорченной.",нет товара
240,Рюкзак отличный! Много места для вещей и удобный для ношения.,украшения и аксессуары
241,Рюкзак пришел в плохом состоянии. Стропа сломана и ремешки рваные.,украшения и аксессуары
242,"Рюкзак не пришел до меня месяц. Деньги вернули только после того, как открыла спор.",украшения и аксессуары
243,"Сумка была закрыта неаккуратно, видны были следы склеивания.",украшения и аксессуары
244,"Посылка не пришла, хотя отслеживалась нормально.",нет товара
245,"Клатч просто идеальный! Качество отличное, все как на фото, а может даже и лучше. Очень удобно носить, не сковывает движений. Благодарю продавца!",украшения и аксессуары
246,"Клатч оставляет желать лучшего. Качество ткани очень сомнительное, через несколько дней заметны потертости. Уверена, что это брак.",украшения и аксессуары
247,"Клатч пришел через неделю после покупки, но доставка заняла очень много времени. Деньги вернули только через месяц. Очень разочарован.",нет товара
248,"Швы на клатче не ровные, есть небольшие нитки, которые торчат. Ткань очень жесткая и цепляющая. Надеюсь, что это случайность.",украшения и аксессуары
249,"Клатч так и не пришел. Заказал месяц назад, но до сих пор ничего не получил. Деньги вернули только сейчас. Весь процесс доставки был кошмаром.",нет товара
250,"Шапка просто отличная! Материал мягкий, теплая, а дизайн стильный. Я очень довольна этой покупкой.",украшения и аксессуары
251,"Шапка очень плохого качества. Материал рвется, а размеры не соответствуют заявленным. Очень разочарован!",украшения и аксессуары
252,"Заказал шапку и получил пижаму вместо нее. Продавец сразу вернул деньги, но это не компенсирует потерянное время.",нет товара
253,Фурнитура на шапке начала ржаветь после нескольких использований. Качество очень плохое.,украшения и аксессуары
254,"Пришло письмо с шапкой внутри, но она была сильно повреждена в упаковке. Доставка заняла почти месяц.",нет товара
255,"Шляпа просто супер! Подошла идеально по размеру и форме, очень красивая и practical для летнего времени. Продавец ответил на все мои вопросы и оперативно отправил товар.",украшения и аксессуары
256,"Шляпа оказалась слишком большой и неудобной, на голове постоянно соскальзывала. Качество ткани тоже оставляет желать лучшего, она быстро начала портиться. Очень разочарован покупкой.",украшения и аксессуары
257,"Не получила заказ, продавец обещал его отправить еще неделю назад, но так и не получил. Пришлось открыть спор и вернуть деньги, хотя сам товар был хорошим.",нет товара
258,"Шляпа была слегка потемневшая и имела небольшие пятна. Обнаружила это только после получения товара. Не могу сказать, что качество было на высшем уровне.",украшения и аксессуары
259,"Отправили пустую коробку вместо заказанной шляпы. Пришлось связаться с продавцом и ждать еще одну неделю, пока они отправят правильный товар. Очень разочарована такой услугой.",нет товара
260,"Кепка просто супер! Качество отличное, надеюсь, что она прослужит долго. Заказывала вторую штучку!",украшения и аксессуары
261,"Купила эту кепку, но качество оставляет желать лучшего. Волосы постоянно прилипают к ней, даже когда я не потею. Очень разочарована.",украшения и аксессуары
262,"Кепка не пришла вовремя, хотя заказала уже неделю назад. Вернула деньги и буду искать другое место для покупок.",нет товара
263,Отделка кепки начала отваливаться уже через неделю использования. Особенно заметно на ленте. Очень расстроена.,украшения и аксессуары
264,"Пакет для кепки пришел весь сломанный и разорванный. Доставка заняла почти месяц, хотя обещали всего неделю.",нет товара
265,"Шарф очень красивый и теплый! Материал приятный к телу, цвет как на фото. Спасибо!",украшения и аксессуары
266,"Шарф пришел в хорошем состоянии, но качество ткани оставляет желать лучшего. Много пыли внутри и немного рваных нитей.",украшения и аксессуары
267,"Шарф не пришел уже месяц! Я написала продавцу, но ответа не получила. Деньги вернули только через два месяца после того, как я открыла спор.",украшения и аксессуары
268,"На фото шарф выглядит как серого цвета, но он черный. Качество ткани оставляет желать лучшего, много пыли и неровностей.",украшения и аксессуары
269,"Шарф так и не пришел, хотя заказ оформили еще две недели назад. Деньги вернули только после того, как я написала в службу поддержки.",нет товара
270,"Платок просто супер! Качество отличное, цвет как на фото, и он идеально подходит для осенних прогулок.",украшения и аксессуары
271,"Платок очень плохого качества, ткань начала ломаться уже через неделю использования. Очень разочарован.",украшения и аксессуары
272,"Платок не пришел, хотя я уже месяц жду. Деньги не вернули, продавец вообще не отвечает на сообщения. Очень разочарован!",украшения и аксессуары
273,"Платок оказался маленьким, хотя я выбрал размер L. Край немного порван, видимо из-за недосмотревшей упаковки.",украшения и аксессуары
274,"Платок долго дошел, хотя заказывал его неделю назад. Пакет пришел сломанным, платок внутри испорчен.",нет товара
275,"Ремень просто идеальный! Качественно сделан, удобный и выглядит отлично. Уже рекомендую друзьям.",украшения и аксессуары
276,"Ремень очень дешевый и некачественный. Нитки торчат, а на картинке такой красивый был.",украшения и аксессуары
277,"Ремень пришел намного позже, чем обещали. Пришлось ждать больше месяца, хотя заказывала месяц назад.",нет товара
278,"Пояс слегка кривой, а кольцо на ремне выглядит странно. Ткань дешевая и рваная.",украшения и аксессуары
279,"Пакет был слегка поврежден в пути, но сам товар пришел в хорошем состоянии.",нет товара
280,"Очки просто идеальные! Цвет точный, как на фото, а форма подходит к моему лицу. Очень довольна покупкой!",украшения и аксессуары
281,Очки пришли в плохом состоянии. Металлическая часть начала ржаветь и стекла были неаккуратно установлены.,украшения и аксессуары
282,"Очки были отправлены очень быстро, но когда я их получила, они оказались несоответствующего размера. Пришлось обратиться в службу поддержки, чтобы вернуть их.",украшения и аксессуары
283,"Стекла были немного разбиты, а металлические части начали ржаветь. Качество оставляет желать лучшего.",нет товара
284,"Доставка была замечательной, но сама упаковка была неудобной. Очки были слегка повреждены при доставке.",нет товара
285,"Часы просто великолепные! Качество отличное, работают стабильно и элегантно смотрятся на руке. Доставка была немного замедлена, но это не повлияло на общее впечатление от покупки.",украшения и аксессуары
286,Часы очень разочаровали. Качество материала оставляет желать лучшего – тонкая пластмасса и неаккуратное шитье. На картинке они выглядели намного лучше.,украшения и аксессуары
287,"Часы были отправлены на другой адрес, хотя я указал свой. Деньги вернули, но это не компенсирует мои ожидания от покупки.",украшения и аксессуары
288,Материал часов очень тонкий и просвечивается под одеждой. Швы заметны и выглядят неаккуратно.,украшения и аксессуары
289,"Доставка была очень медленной, хотя товар прибыл целым. Упаковка была обычной коробкой без особых мер предосторожности.",нет товара
290,Зонт просто чудесный! Очень удобно и практично. Цвет точно соответствует фотографии на сайте.,украшения и аксессуары
291,"Приобрела этот зонт месяц назад, и он постоянно ломается. Каждую неделю приходится его ремонтировать, хотя гарантия всего год.",украшения и аксессуары
292,"Заказал зонт, но его не доставили уже неделю. Когда написал в службу поддержки, ответили, что проблема решена, но посылка до сих пор не пришла. Деньги вернули только через месяц.",нет товара
293,"Обратила внимание на то, что зонт имеет небольшие повреждения на ручках и ткань немного потускнела со временем. Надеюсь, это не скажется на его долговечности.",украшения и аксессуары
294,"Заказал зонт, но посылка до сих пор не пришла. Деньги вернули только после того, как написал в службу поддержки.",нет товара
295,"Серьги просто супер! Качество отличное, золото блестит, камни яркие. Доставка была немного задержана, но это не повлияло на сам товар.",украшения и аксессуары
296,"Серьги пришли с дефектом – один камень откололся. Качество очень плохое, явно сделаны из дешевых материалов. Очень разочарован покупкой.",украшения и аксессуары
297,"Серьги не пришли совсем, хотя оплатила их два дня назад. Деньги вернули только через неделю, с продавцом постоянно нужно было общаться.",нет товара
298,"На серьгах заметны царапины и потертости. Камни немного темнеют со временем, качество оставляет желать лучшего.",украшения и аксессуары
299,"Доставка была быстрой, но упаковка очень простая. Серьги пришли в отличном состоянии, все отлично.",нет товара
300,"Браслет просто супер! Дизайн соответствует описанию, качество отличное, надежно сидит на запястье.",украшения и аксессуары
301,"Браслет оставил меня разочарованным. Металл дешевый, ржавеет и покрывается пятнами. Не рекомендую!",украшения и аксессуары
302,"Браслет не прибыл вовремя и был упакован некачественно. Заказал на следующий день, но получил только через неделю. Продавец не ответил на мои сообщения.",украшения и аксессуары
303,"Браслет короткий и не соответствует описанию на сайте. Толщина небольшая, но мне нужно что-то более заметное.",украшения и аксессуары
304,"Отправление было медленным, но упаковка была хорошей и браслет прибыл в отличном состоянии.",нет товара
305,"Цепочка просто волшебная! Качество отличное, хорошо подошла по размеру. Материал блестящий и прочный. Спасибо продавцу!",украшения и аксессуары
306,Цепочка пришла с браком – один из звеньев просто рвался. Пришлось отправить обратно и открыть спор. Качество очень плохое.,украшения и аксессуары
307,"Цепочка не пришла по указанному адресу, хотя заказ оформила давно. Продавец долго не отвечал на сообщения и пришлось открывать спор.",украшения и аксессуары
308,"Цепочка потемнела после нескольких носок, хотя на фото выглядела идеально. Качество оставляет желать лучшего.",украшения и аксессуары
309,"Цепочка не пришла целой, пакет был поврежден. Доставка заняла больше времени, чем обещали, но деньги вернули вовремя.",нет товара
310,"Колье просто великолепное! Дизайн оригинальный, качество отличное. Очень рада покупкой!",украшения и аксессуары
311,Колье пришло с дефектом - камень выпал. Пришлось обратиться в службу поддержки для замены.,украшения и аксессуары
312,"Колье не пришло до сих пор, хотя заказ сделала месяц назад. Продавец пока не ответил на запрос.",нет товара
313,"Новый кулон выглядит дешево, как будто сделан из пластика. Качество оставляет желать лучшего.",украшения и аксессуары
314,"Пакет для колье был слегка поврежден, но сам товар пришел в порядке. Продавец быстро заменил упаковку.",нет товара
315,Брошь просто потрясающая! Цвет и дизайн точно соответствуют фото на сайте. Заказала в подарок подруге и она в восторге!,украшения и аксессуары
316,"Купила брошь для себя на новый год, но очень разочаровалась. Материал дешёвый, через пару дней камень выпал. Полностью не рекомендую!",украшения и аксессуары
317,"Заказала брошь, но её так и не доставили. Просила продавца написать о доставке, но он вообще не отвечал. Деньги вернули по спору.",нет товара
318,Фурнитура броши начала ржаветь уже через месяц после покупки. Цвет стал потускнеть и выглядит некачественно.,украшения и аксессуары
319,"Посылка не пришла. Отметка была сделана по ошибке, просила продавца написать о доставке, но он не отвечал. Деньги вернули ещё в течение защиты заказа.",нет товара
320,"Галстук просто отличный! Качество отличное, цвет как на фото, удобно надеть и снять. Рекомендую!",украшения и аксессуары
321,"Галстук очень дешевый и не соответствует описанию. Качество ткани плохое, быстро порвался.",украшения и аксессуары
322,"Галстук не пришел, хотя заказ оформил неделю назад. Деньги не вернули и никакой информации о доставке. Не рекомендую!",нет товара
323,"Ткань галстука очень тонкая и мнется. Хотела заказать XL, а получился L. Очень разочарована.",украшения и аксессуары
324,"Пакет для галстука был сломан при доставке. Ничего не потерялось, но это неудобно.",нет товара
325,"Панама просто великолепная! Очень стильная и удобная. Приобрела её летом для защиты от солнца и она прекрасно справляется со своей задачей. Цвет такой же, как на сайте, качество отличное.",украшения и аксессуары
326,"Панама оставляет желать лучшего. Качество ткани очень плохое, через неделю после покупки начало ломаться. Пришлось вернуть её обратно и попросить замену.",украшения и аксессуары
327,"Панама не пришла вовремя, хотя я ожидала ее уже месяц. Когда наконец получила, то оказалось, что упаковка была повреждена, а сама панама осталась дома. Вернула деньги, но процесс возврата затянулся.",украшения и аксессуары
328,"На панаме заметны небольшие катышки на ткани и несколько ниток, которые торчат. Думаю, это из-за того, что она сделана из дешевой ткани.",украшения и аксессуары
329,"Панама не пришла и деньги не вернулись. Продавец написал, что я вру и заказ получил другой человек. Это просто ужасная ситуация!",нет товара
330,"Берет просто великолепный! Очень красивый и качественный, как на сайте. Оформление заказа прошло быстро, а доставка была в срок. Рекомендую!",украшения и аксессуары
331,"Приобрела берет, но качество оставляет желать лучшего. На передней части заметны какие-то пятна, которые не выстираются. Деньги вернули, но заказ не соответствует ожиданиям.",украшения и аксессуары
332,"Берет не пришел вовремя, хотя оплатила заказ заранее. Деньги вернули, но время ожидания было очень долгим. Не рекомендую эту компанию.",нет товара
333,"На берете заметно несколько небольших дырочек на швах. Возможно, это заводской брак, но несмотря на то, что продавец вернул деньги, качество товара оставляет желать лучшего.",украшения и аксессуары
334,"Ожидала получить берет сегодня, но посылка до сих пор не прибыла. Деньги пока не вернули, хотя уже больше недели жду заказ.",нет товара
335,"Купила повязку на голову для пляжа и очень довольна покупкой! Ткань приятная к коже, не вызывает раздражения и хорошо держит форму. Очень удобно носить!",украшения и аксессуары
336,Повязка на голову оказалась очень тонкой и быстро порвалась после нескольких использований. Качество оставляет желать лучшего.,украшения и аксессуары
337,"Повязка на голову не пришла по адресу, хотя заказ сделала месяц назад. Деньги вернули, но время ожидания очень расстроило.",нет товара
338,"Повязка на голову выглядит не так, как на фото. Ткань тонкая и не защищает от солнца как должно быть.",украшения и аксессуары
339,"Отправили повязку на голову в другой город, хотя указала свой. Деньги вернули, но это не компенсирует потерянное время.",нет товара
340,"Бейсболка замечательная! Качественно сделана, отлично подходит под летний образ. Цвет яркий и стильный.",украшения и аксессуары
341,"Купила бейсболку, но качество оставляет желать лучшего. Намотанные швы и неровные строчки видны сразу же после первой постирки.",украшения и аксессуары
342,"Заказал бейсболку, но до сих пор ее не получил. Доставка затянулась на целый месяц и не отслеживается ни разу.",нет товара
343,"Бейсболка рваная и сбоку есть проломанный шов. Надеюсь, что это просто дефект от транспортировки.",украшения и аксессуары
344,"Получил посылку, но внутри оказалась упаковка без бейсболки. Продавец сказал, что товар будет отправлен позже.",нет товара
345,"Снуд идеально подошел по размеру и цвету. Очень теплый и мягкий, отлично подходит для холодных осенних вечеров.",украшения и аксессуары
346,"Приобрела снуд, но качество оставляет желать лучшего. Несмотря на заявленные характеристики, он быстро потерял форму и начал линять после первой стирки.",украшения и аксессуары
347,"Заказала снуд неделю назад, но до сих пор его нет. Деньги вернули только через две недели после обращения. Доставка просто ужасная!",украшения и аксессуары
348,"Снуд выглядит очень стильно, но увы, ткань начала линять уже после первой стирки. Качество оставляет желать лучшего.",украшения и аксессуары
349,"После нескольких дней ожидания получил коробку без товара. Вернулся к отправителю, но до сих пор нет ответа. Доставка просто кошмар!",нет товара
350,Палантин просто великолепный! Он очень хорошо смотрится и согревает зимой. Цвет натуральный и ткань приятная на ощупь.,украшения и аксессуары
351,"Палантин оставляет желать лучшего. Качество ткани оказалось очень плохим, к тому же постельное белье оставил пятно на моей коже.",украшения и аксессуары
352,"Палантин не пришел по указанному адресу, хотя я указала другой. Когда связалась с продавцом, он сказал, что посылка уже была доставлена. Очень разочарована!",нет товара
353,"Палантин рваный по краям, видно сразу, когда надеваешь его. Не понимаю, как он прошел проверку качества.",украшения и аксессуары
354,"Посылка опоздала на две недели, хотя я указала специальное время доставки. Упаковка была повреждена, палантин пришел в неприятном состоянии.",нет товара
355,"Варежки просто чудесные! Материал мягкий и теплый, руки согревают даже зимой. Очень удобно носить и выглядят отлично.",украшения и аксессуары
356,"Варежки очень некачественные, ткань сразу начала ломаться и портиться. Приходится постоянно их менять.",украшения и аксессуары
357,"Варежки не пришли, а деньги вернули. Продавец не смог решить спор и деньги были возвращены Алиэкспрессом.",нет товара
358,"Нитки торчат и шитье плохое, видно сразу после покупки.",украшения и аксессуары
359,"Деньги вернули, заказ не пришел. Доставка заняла больше месяца и я так и не получила товар.",нет товара
360,"Митенки такие же красочные, как и на фото. Очень довольна покупкой!",украшения и аксессуары
361,"Митенки очень некачественные. Цвет сильно отличается от фото, а также они быстро ломаются.",украшения и аксессуары
362,"Митенки не пришли, хотя заказ был сделан две недели назад. Деньги так и не вернули, хотя спор открыть не могу.",нет товара
363,"Обнаружила, что одна митенка имеет скол на камне. Другая была слегка повреждена упаковкой.",украшения и аксессуары
364,"Посылка так и не дошла до меня, хотя я ожидала ее уже две недели. Никаких денег не вернули.",нет товара
365,"Сумка-шоппер просто супер! Материал очень качественный, удобная ручка, а также вместительная внутри. Удобно пользоваться и хранить покупки.",украшения и аксессуары
366,Сумка-шоппер пришла в очень плохом состоянии. Камень на фурнитуре отвалился и она потемнела сразу после получения. Качество просто ужасное!,украшения и аксессуары
367,"Заказала сумку-шоппер, но продавец просто не отвечает на сообщения и не хочет возвращать деньги. Доставка тоже затянулась на неделю больше чем обещали. Очень разочарована!",украшения и аксессуары
368,"Молния на сумке-шоппер сломалась через неделю использования. Она была куплена в надежде, что будет удобной для хранения продуктов, но теперь это просто бесполезная вещь.",украшения и аксессуары
369,"Товар так и не пришла, хотя заказ сделала еще две недели назад. Доставка вообще никакая, денег не вернули. Очень разочаровалась в этом продавце.",нет товара
370,"Поясная сумка отличная! Качество на высоте, удобная и стильная.",украшения и аксессуары
371,"Поясная сумка оставляет желать лучшего. Фурнитура начала ржать уже через неделю использования, хотя должна была прослужить больше года.",украшения и аксессуары
372,"Поясная сумка не пришла до сих пор. Купила в другом магазине, там все было в срок. Не рекомендую.",украшения и аксессуары
373,"Сумка короткая, хотя на сайте писали, что она длинная. Думаю, это из-за того, что ткань растягивается.",украшения и аксессуары
374,"Поставщик обещал быстрое доставление, но посылка так и не пришла. Жду уже месяц, а уведомлений нет.",нет товара
375,"Косметичка просто идеальная! Дизайн современный и стильный, а внутри все аккуратно разложено. Приехала быстро и без повреждений. Очень довольна покупкой!",украшения и аксессуары
376,"Купила косметичку и была сильно разочарована. Изнутри пластик отвалился, а сама косметичка сделана из дешевой ткани. Пришлось вернуть её обратно.",украшения и аксессуары
377,"Пришла косметичка раньше ожидаемого времени, но когда открыла, оказалось, что она не соответствует описанию на сайте. Деньги не вернули и я открыла спор.",украшения и аксессуары
378,"Обнаружила пятно на косметичке, которое выглядит очень неэстетично. Не могу сказать, что это именно косметичка, скорее это какой-то аксессуар для хранения мелочей.",нет товара
379,"Посылка пришла быстро, но коробка была повреждена. Пришлось ждать ещё неделю, чтобы получить компенсацию за повреждение упаковки.",нет товара
380,"Визитница просто идеальная! Дизайн современный, материал прочный и приятный на ощупь. Я очень довольна покупкой!",украшения и аксессуары
381,Визитница оказалась очень дешевой по качеству. Материал тонкий и ломается легко. Очень разочаровалась в этом товаре.,украшения и аксессуары
382,Посылка с визитницей так и не дошла до меня. Продавец вообще не отвечает на сообщения. Деньги так и не вернули.,нет товара
383,"На визитнице заметно пачканье и царапины. Ткань не очень качественная. Жалею, что купила.",украшения и аксессуары
384,"Посылка пришла в коробке поврежденной. Никакой визитницы внутри. Видимо, кто-то ее уже использовал.",нет товара
385,Ключница очень красивая и стильная. Я выбрала серебристую и она идеально подошла ко всем моим вещам. Заказ пришел быстро и в отличном состоянии.,украшения и аксессуары
386,"Ключница оказалась очень дешевой и некачественной. На ней видны царапины и потертости, которые сразу же стали заметны после покупки. Очень разочарована.",украшения и аксессуары
387,"Заказал ключницу для своей комнаты, но доставка затянулась на несколько недель. Когда она пришла, я обнаружил, что она не соответствует заявленному размеру. Деньги не вернули, хотя я открыл спор.",нет товара
388,"Ключница пришла порванной и с дефектами. Она была отправлена в коробке с поврежденной упаковкой, что говорит о небрежности в работе службы доставки.",украшения и аксессуары
389,"Посылка до сих пор не доставлена. Я заказывал ключницу, но до сих пор ее нет. Мне нужно вернуть деньги назад.",нет товара
390,"Кулон просто идеальный! Качество отличное, как на фото. Очень рада покупкой!",украшения и аксессуары
391,Кулон оставил меня разочарованным. Камень начал тускнеть уже через неделю после покупки.,украшения и аксессуары
392,"Заказал кулон месяц назад, до сих пор его не получил. Продавец вообще не отвечает на сообщения.",нет товара
393,"Кулон был доставлен, но фурнитура была повреждена, камень выпал.",украшения и аксессуары
394,"Заказ не пришел, трек не отслеживался. Прошу вернуть деньги.",нет товара
395,"Подвеска просто замечательная! Качество отличное, цвет точно соответствует картинке.",украшения и аксессуары
396,"Подвеска оставляет желать лучшего. Камень начал тускнеть уже через неделю, хотя цена былаelow.",украшения и аксессуары
397,"Подвеска не пришла два месяца, но продавец вернул деньги сразу. Очень разочарован жданием.",нет товара
398,"Покупала подвеску для своей подруги, но она говорит, что ткань слишком грубая и неудобная.",украшения и аксессуары
399,"Получил упаковку подвески, но она сильно повреждена и внутри ничего нет. Доставка оставляет желать лучшего.",нет товара
400,"Запонки просто чудо! Качество отличное, очень довольна покупкой. Теперь всегда буду заказывать именно этот продавец.",украшения и аксессуары
401,"Запонки оказались очень дешевыми и некачественными. Металл ржавеет уже через месяц использования, хотя цена была низкой.",украшения и аксессуары
402,"Заказал запонки для своего отца, но проблема с доставкой вылилась в то, что товар не был доставлен вовремя. Пришлось ждать еще неделю, чтобы получить их.",нет товара
403,"На запонках видны потертости и царапины. Они выглядят как использованные, хотя были приобретены всего пару недель назад.",украшения и аксессуары
404,"Отправили коробку с запонками, но когда я ее вскрыл, оказалось, что она была пустой. Деньги вернули, но это не компенсирует время, проведенное на решении этой проблемы.",нет товара
405,"Зажим для галстука идеально подошел по размеру и качеству. Крепкий и надежный, он хорошо держит галстук в нужном положении. Рекомендую!",украшения и аксессуары
406,"Приобрела зажим для галстука, но качество оставляет желать лучшего. Металл оказался очень хрупким, буквально через неделю после покупки он сломался.",украшения и аксессуары
407,"Заказал зажим для галстука, но доставка заняла целых две недели вместо обещанных пяти. Пришлось открыть спор, чтобы получить свои деньги обратно.",украшения и аксессуары
408,"Зажим для галстука оказался немного большим, поэтому он постоянно выскакивал из кармана. В описании не указывалось, что он так большим будет.",нет товара
409,"Получил коробку с зажимом для галстука, но она была сильно повреждена во время доставки. Качество упаковки оставляет желать лучшего.",нет товара
410,"Кольцо просто волшебное! Такой роскошный дизайн и высокое качество. Очень рада, что выбрала именно этот вариант.",украшения и аксессуары
411,"Кольцо пришло в очень плохом состоянии – камень выпал, а застежка сломалась сразу после покупки. Очень разочарован, не могу использовать его.",украшения и аксессуары
412,"Кольцо не пришло больше месяца, хотя оплатил его две недели назад. Возврат денег также долгий процесс. Очень разочарован этой компанией.",украшения и аксессуары
413,"По краю кольца торчат нитки. Видно, что его сшили некачественно. Надеюсь, это не единственная проблема с этим товаром.",украшения и аксессуары
414,"Купил кольцо для подарка, но доставка заняла больше месяца. Упаковка тоже оставляет желать лучшего – коробка повреждена.",нет товара
415,"Заколка просто идеально смотрится с моим платьем. Цвет подходит идеально, а качество очень хорошее.",украшения и аксессуары
416,"Заколка оставила многое желать лучшего. Ткань начала рваться уже через неделю использования, хотя должна быть более прочной.",украшения и аксессуары
417,Заколка не пришла почти месяц после заказа. Пришлось открыть спор и получить компенсацию за задержку.,украшения и аксессуары
418,"На 46 размер заколка оказалась слишком большая, немного смахивает на 50-52. Внутри заколка немного рваная.",украшения и аксессуары
419,"Доставили на другой конец города вместо моего адреса. Пришлось самому забирать заказ, что было неудобно.",нет товара
420,Резинка для волос очень удобная и прочная. Отлично держит волосы в нужном месте.,украшения и аксессуары
421,"Приобрела резинку для волос, но качество оставляет желать лучшего. Она постоянно ломается и не держит волосы.",украшения и аксессуары
422,"Заказала резинку для волос, но доставка заняла почти месяц. Деньги вернули только через неделю после обращения.",нет товара
423,"Резинка для волос пришла со скотчем на одном конце, который начал отклеиваться сразу же как я ее надела.",украшения и аксессуары
424,"Заказ не пришел уже две недели, деньги вернули. Не могу понять, где ошибка, связаться с продавцом тоже не получается.",нет товара
425,"Ободок просто чудесный! Цвет точный, как на сайте, и он очень красиво смотрится с моими костюмами.",украшения и аксессуары
426,Ободок очень некачественный. Сразу после надевания начало рваться. Пришлось вернуть его обратно.,украшения и аксессуары
427,"Ободок пришел через неделю после заказа, хотя обещали доставить уже на следующий день. Деньги так и не вернули!",украшения и аксессуары
428,"Ободок немного рвался по краям и был не так ярким, как ожидалось. Цвет стал более бледным со временем.",украшения и аксессуары
429,"Получила коробку с ободком, но внутри ничего не было. Доставка была плохой, и я не знала, что это вообще за товар.",нет товара
430,"Галстук-бабочка отличный, смотрится стильно и подходит по размеру. Заказ пришел быстро и в отличном состоянии.",украшения и аксессуары
431,"Галстук-бабочка очень некачественный. Материал рвется при малейшем движении, неудобно носить.",украшения и аксессуары
432,"Заказал галстук-бабочку, но доставка заняла больше месяца. Пришлось подать спор и только потом получил деньги обратно.",украшения и аксессуары
433,"Низ галстука-бабочки рваный, нужно будет отстирывать постоянно. Других характеристик не знаю, так как его не было.",нет товара
434,"Заказал галстук-бабочку, но упаковка была повреждена при доставке. Обращался в службу поддержки, но проблема не решилась.",нет товара
435,Портмоне очень красивое и praktičeskoye! Стильный дизайн и удобство в использовании просто отличное.,украшения и аксессуары
436,"Портмоне очень разочаровало. Качество материала очень низкое, сразу же начали трескаться швы. Очень надеюсь, что это не повлияет на гарантию.",украшения и аксессуары
437,"Портмоне пришло только после того, как я открыла спор. Продавец говорил, что все будет быстро, но это было не так. Доставка заняла больше месяца.",украшения и аксессуары
438,"Портмоне выглядит как старый, ткань рваная и видны небольшие дырочки. Никаких серьезных проблем с доставкой.",нет товара
439,"Долгая отправка и доставка. Портмоне дошло в целости и сохранности, но я ожидала получить его раньше.",нет товара
440,Обложка для паспорта отличная! Очень удобная и прочная. Спасибо продавцу!,украшения и аксессуары
441,"Обложка для паспорта очень плохого качества. Край рваный и закреплен неправильно, постоянно отклеивается.",украшения и аксессуары
442,"Обложка для паспорта пришла неделю назад, а до меня дошла только сегодня. Деньги не вернули, написал спор!",нет товара
443,"Фурнитура обложки для паспорта плохо скреплена, видны дырочки и торчащие нитки.",украшения и аксессуары
444,Заказ был отправлен в другой город. Не могу найти свой заказ и вернуть деньги.,нет товара
445,Бандана очень красивая и удобная! Идеально подошла под мои летние наряды.,украшения и аксессуары
446,"Бандана оказалась очень дешево сделанной. Ткань рвется при первом же использовании, а цвет сильно потускнел уже после нескольких дней.",украшения и аксессуары
447,"Бандана пришла через месяц после заказа, хотя обещали доставку за неделю. При этом деньги не были возвращены до сих пор.",украшения и аксессуары
448,"Бандана оказалась очень тонкой и быстро потеряла форму. Несмотря на то, что она была описана как размер L, на мне она была слишком маленькой.",нет товара
449,"Посылка пришла в плохом состоянии, коробка повреждена, внутри ничего не было. Деньги так и не вернули.",нет товара
450,"Эти солнцезащитные очки просто замечательные! Они хорошо защищают от солнца и выглядят круто. Благодаря удобному креплению они не соскользнут даже при активности. Продавец очень ответственный, заказ пришел вовремя и в отличном состоянии. Оставлю 5 звезд!",украшения и аксессуары
451,"Приобрела эти солнцезащитные очки, но осталась разочарована. Качество очков оставляет желать лучшего – линзы потускнели уже через неделю использования, а сама конструкция стала рваться. Продавец не предложил ничего сделать, так что осталась недовольна.",украшения и аксессуары
452,"Купила солнцезащитные очки, но когда они прибыли, оказалось, что упаковка была повреждена и очки оказались в небольшой коробочке вместо обычного пакетика. Доставка заняла больше времени, чем ожидалось, но сам товар был в порядке. Деньги вернули быстро, хотя бы это.",украшения и аксессуары
453,"Очки очень тонкие и слабые, сразу после первого использования одна из линз начала тускнеть. Судя по всему, материал не качественный. Не могу сказать, что довольна покупкой.",нет товара
